id,group,transaction_id,transaction_type,recipient_name,recipient_email,amount,currency,fuel_type,quantity_liters,truck_number,truck_id,departure_date,arrival_date,storage_location,contract_ref,notes,created_at,metadata,transaction_amount,transaction_currency,transaction_date
85,Group A,BPCL-TXN-1000049,incoming,Anil Sharma,anil.sharma@bpcl.co.in,280158.11,INR,MS,25342,"TRK8404,TRK1616,TRK1932,TRK7041","TID972097,TID401022,TID180458,TID775981",,2025-01-12,TankFarm-10,CNTR-29733,Documentation pending,2025-02-19T14:37:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""MS"", ""quantity_liters"": 25342, ""truck_count"": 4, ""contract_ref"": ""CNTR-29733"", ""storage_location"": ""TankFarm-10""}",25655.13,INR,2025-02-19T14:37:00
87,Group C,BPCL-TXN-1000050,incoming,Sahil Singh,sahil.singh@bpcl.co.in,743464.87,INR,Naphtha,39258,"TRK3600,TRK6962,TRK7108,TRK5634,TRK7347","TID528625,TID912085,TID454803,TID811875,TID726928",,2025-01-07,TankFarm-11,CNTR-25482,Requires escort,2025-02-12T03:35:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""Naphtha"", ""quantity_liters"": 39258, ""truck_count"": 5, ""contract_ref"": ""CNTR-25482"", ""storage_location"": ""TankFarm-11""}",25668.5,INR,2025-02-12T03:35:00
90,Group C,BPCL-TXN-1000051,incoming,Ketan Rao,ketan.rao@bpcl.co.in,155690.62,INR,HSD,27395,"TRK4145,TRK4711,TRK3253,TRK3538","TID180913,TID410160,TID985447,TID926403",,2025-01-13,TankFarm-9,CNTR-28843,Documentation pending,2025-01-05T21:21:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""HSD"", ""quantity_liters"": 27395, ""truck_count"": 4, ""contract_ref"": ""CNTR-28843"", ""storage_location"": ""TankFarm-9""}",25681.87,INR,2025-01-05T21:21:00
93,Group C,BPCL-TXN-1000052,incoming,Ajay Desai,ajay.desai@bpcl.co.in,605912.94,INR,HSD,21384,TRK8873,TID489244,,2025-03-12,TankFarm-2,CNTR-28452,Requires escort,2025-02-06T02:48:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""HSD"", ""quantity_liters"": 21384, ""truck_count"": 1, ""contract_ref"": ""CNTR-28452"", ""storage_location"": ""TankFarm-2""}",25695.24,INR,2025-02-06T02:48:00
94,Group A,BPCL-TXN-1000053,incoming,Kavita Nair,kavita.nair@bpcl.co.in,131827.78,INR,ATF,11010,"TRK8391,TRK6727","TID127965,TID535050",,2025-01-07,TankFarm-7,CNTR-28224,Gate pass pending,2025-01-31T12:05:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""ATF"", ""quantity_liters"": 11010, ""truck_count"": 2, ""contract_ref"": ""CNTR-28224"", ""storage_location"": ""TankFarm-7""}",25708.61,INR,2025-01-31T12:05:00
95,Group B,BPCL-TXN-1000054,incoming,Ketan Patel,ketan.patel@bpcl.co.in,633402.81,INR,LDO,14571,"TRK1627,TRK5700","TID970068,TID595404",,2025-03-31,TankFarm-3,CNTR-27685,Temperature sensitive,2025-03-20T00:57:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""LDO"", ""quantity_liters"": 14571, ""truck_count"": 2, ""contract_ref"": ""CNTR-27685"", ""storage_location"": ""TankFarm-3""}",25721.98,INR,2025-03-20T00:57:00
96,Group C,BPCL-TXN-1000055,incoming,Sunita Mehta,sunita.mehta@bpcl.co.in,422883.08,INR,Naphtha,39588,"TRK2821,TRK5720,TRK4893,TRK5934","TID227767,TID150068,TID350021,TID540218",,2025-03-23,TankFarm-10,CNTR-27489,Requires escort,2025-01-15T15:38:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""Naphtha"", ""quantity_liters"": 39588, ""truck_count"": 4, ""contract_ref"": ""CNTR-27489"", ""storage_location"": ""TankFarm-10""}",25735.35,INR,2025-01-15T15:38:00
97,Group A,BPCL-TXN-1000056,incoming,Anil Desai,anil.desai@bpcl.co.in,545944.64,INR,LDO,33130,TRK6780,TID352249,,2025-03-15,TankFarm-7,CNTR-23068,Requires escort,2025-03-09T11:04:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""LDO"", ""quantity_liters"": 33130, ""truck_count"": 1, ""contract_ref"": ""CNTR-23068"", ""storage_location"": ""TankFarm-7""}",25748.72,INR,2025-03-09T11:04:00
99,Group C,BPCL-TXN-1000057,incoming,Meera Bansal,meera.bansal@bpcl.co.in,558010.56,INR,LDO,13743,TRK6772,TID672536,,2025-02-13,TankFarm-11,CNTR-22868,Temperature sensitive,2025-03-31T15:40:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""LDO"", ""quantity_liters"": 13743, ""truck_count"": 1, ""contract_ref"": ""CNTR-22868"", ""storage_location"": ""TankFarm-11""}",25762.09,INR,2025-03-31T15:40:00
100,Group A,BPCL-TXN-1000058,incoming,Priya Khosla,priya.khosla@bpcl.co.in,587738.04,INR,ATF,7423,"TRK4302,TRK1717,TRK4268","TID143941,TID430926,TID425138",,2025-03-07,TankFarm-7,CNTR-28897,Temperature sensitive,2025-02-02T01:48:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""ATF"", ""quantity_liters"": 7423, ""truck_count"": 3, ""contract_ref"": ""CNTR-28897"", ""storage_location"": ""TankFarm-7""}",25775.46,INR,2025-02-02T01:48:00
102,Group C,BPCL-TXN-1000059,incoming,Ketan Nair,ketan.nair@bpcl.co.in,218372.5,INR,MS,32820,TRK8055,TID731718,,2025-01-24,TankFarm-9,CNTR-24813,Gate pass pending,2025-01-14T02:20:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""MS"", ""quantity_liters"": 32820, ""truck_count"": 1, ""contract_ref"": ""CNTR-24813"", ""storage_location"": ""TankFarm-9""}",25788.83,INR,2025-01-14T02:20:00
106,Group A,BPCL-TXN-1000060,incoming,Sunita Patel,sunita.patel@bpcl.co.in,43787.17,INR,HSD,37705,"TRK7340,TRK2929,TRK5288,TRK5264,TRK8311","TID324993,TID741599,TID399449,TID827691,TID615060",,2025-01-26,TankFarm-2,CNTR-22223,Requires escort,2025-02-27T05:57:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""HSD"", ""quantity_liters"": 37705, ""truck_count"": 5, ""contract_ref"": ""CNTR-22223"", ""storage_location"": ""TankFarm-2""}",25802.2,INR,2025-02-27T05:57:00
108,Group C,BPCL-TXN-1000061,incoming,Shreya Desai,shreya.desai@bpcl.co.in,112987.78,INR,HSD,14101,"TRK9094,TRK1430","TID478427,TID680933",,2025-03-15,TankFarm-6,CNTR-27657,Documentation pending,2025-01-17T19:56:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""HSD"", ""quantity_liters"": 14101, ""truck_count"": 2, ""contract_ref"": ""CNTR-27657"", ""storage_location"": ""TankFarm-6""}",25815.57,INR,2025-01-17T19:56:00
109,Group A,BPCL-TXN-1000062,incoming,Neha Khosla,neha.khosla@bpcl.co.in,546180.5,INR,Naphtha,31921,"TRK2208,TRK3053,TRK6194,TRK2215","TID571832,TID588461,TID813145,TID642491",,2025-02-14,TankFarm-3,CNTR-29032,Customs hold,2025-01-17T13:32:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""Naphtha"", ""quantity_liters"": 31921, ""truck_count"": 4, ""contract_ref"": ""CNTR-29032"", ""storage_location"": ""TankFarm-3""}",25828.94,INR,2025-01-17T13:32:00
111,Group C,BPCL-TXN-1000063,incoming,Amit Gupta,amit.gupta@bpcl.co.in,244547.84,INR,Naphtha,11122,"TRK3762,TRK3526,TRK3804,TRK6531,TRK1674","TID965322,TID129751,TID185168,TID147670,TID772612",,2025-03-15,TankFarm-5,CNTR-23453,Quality check required,2025-03-21T20:01:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""Naphtha"", ""quantity_liters"": 11122, ""truck_count"": 5, ""contract_ref"": ""CNTR-23453"", ""storage_location"": ""TankFarm-5""}",25842.31,INR,2025-03-21T20:01:00
112,Group A,BPCL-TXN-1000064,incoming,Pooja Rao,pooja.rao@bpcl.co.in,375134.99,INR,ATF,24492,"TRK2195,TRK1981,TRK3589,TRK8202","TID535810,TID607774,TID587002,TID313933",,2025-02-13,TankFarm-10,CNTR-22353,Gate pass pending,2025-02-10T23:55:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""ATF"", ""quantity_liters"": 24492, ""truck_count"": 4, ""contract_ref"": ""CNTR-22353"", ""storage_location"": ""TankFarm-10""}",25855.68,INR,2025-02-10T23:55:00
113,Group B,BPCL-TXN-1000065,incoming,Amit Verma,amit.verma@bpcl.co.in,398360.6,INR,MS,25913,"TRK8642,TRK3007","TID380464,TID571435",,2025-02-01,TankFarm-3,CNTR-21586,Standard operation,2025-02-07T12:55:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""MS"", ""quantity_liters"": 25913, ""truck_count"": 2, ""contract_ref"": ""CNTR-21586"", ""storage_location"": ""TankFarm-3""}",25869.05,INR,2025-02-07T12:55:00
115,Group A,BPCL-TXN-1000066,incoming,Shreya Singh,shreya.singh@bpcl.co.in,725847.81,INR,HSD,43230,"TRK1797,TRK1828,TRK5609","TID618934,TID726543,TID983791",,2025-03-25,TankFarm-11,CNTR-27710,Priority consignment,2025-03-10T00:54:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""HSD"", ""quantity_liters"": 43230, ""truck_count"": 3, ""contract_ref"": ""CNTR-27710"", ""storage_location"": ""TankFarm-11""}",25882.42,INR,2025-03-10T00:54:00
116,Group B,BPCL-TXN-1000067,incoming,Kavita Rao,kavita.rao@bpcl.co.in,552443.35,INR,ATF,28982,TRK7563,TID153642,,2025-03-14,TankFarm-9,CNTR-23189,Gate pass pending,2025-03-12T09:04:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""ATF"", ""quantity_liters"": 28982, ""truck_count"": 1, ""contract_ref"": ""CNTR-23189"", ""storage_location"": ""TankFarm-9""}",25895.79,INR,2025-03-12T09:04:00
117,Group C,BPCL-TXN-1000068,incoming,Meera Nair,meera.nair@bpcl.co.in,227797.49,INR,Naphtha,49590,"TRK2946,TRK3108,TRK2584,TRK7453,TRK7114","TID933510,TID455556,TID684929,TID483366,TID891638",,2025-01-19,TankFarm-4,CNTR-29870,Documentation pending,2025-02-21T16:02:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""Naphtha"", ""quantity_liters"": 49590, ""truck_count"": 5, ""contract_ref"": ""CNTR-29870"", ""storage_location"": ""TankFarm-4""}",25909.16,INR,2025-02-21T16:02:00
118,Group A,BPCL-TXN-1000069,incoming,Sahil Verma,sahil.verma@bpcl.co.in,607875.25,INR,Naphtha,34949,"TRK9446,TRK3290","TID443897,TID742848",,2025-02-10,TankFarm-3,CNTR-26438,Priority consignment,2025-03-17T10:32:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""Naphtha"", ""quantity_liters"": 34949, ""truck_count"": 2, ""contract_ref"": ""CNTR-26438"", ""storage_location"": ""TankFarm-3""}",25922.53,INR,2025-03-17T10:32:00
122,Group B,BPCL-TXN-1000070,incoming,Pooja Singh,pooja.singh@bpcl.co.in,405970.93,INR,LDO,16349,"TRK9734,TRK6608,TRK9950,TRK6804","TID808699,TID909489,TID855944,TID813813",,2025-03-24,TankFarm-12,CNTR-24331,Temperature sensitive,2025-01-25T07:17:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""LDO"", ""quantity_liters"": 16349, ""truck_count"": 4, ""contract_ref"": ""CNTR-24331"", ""storage_location"": ""TankFarm-12""}",25935.9,INR,2025-01-25T07:17:00
124,Group A,BPCL-TXN-1000071,incoming,Ajay Verma,ajay.verma@bpcl.co.in,717091.43,INR,HSD,24035,TRK5712,TID848831,,2025-01-11,TankFarm-6,CNTR-27247,Priority consignment,2025-03-03T06:12:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""HSD"", ""quantity_liters"": 24035, ""truck_count"": 1, ""contract_ref"": ""CNTR-27247"", ""storage_location"": ""TankFarm-6""}",25949.27,INR,2025-03-03T06:12:00
126,Group C,BPCL-TXN-1000072,incoming,Sahil Singh,sahil.singh@bpcl.co.in,97895.06,INR,HSD,5339,"TRK3587,TRK7666,TRK8793,TRK8822,TRK4267","TID892630,TID401198,TID436768,TID399279,TID777273",,2025-01-08,TankFarm-2,CNTR-29406,Weather delay,2025-03-10T23:46:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""HSD"", ""quantity_liters"": 5339, ""truck_count"": 5, ""contract_ref"": ""CNTR-29406"", ""storage_location"": ""TankFarm-2""}",25962.64,INR,2025-03-10T23:46:00
130,Group A,BPCL-TXN-1000073,incoming,Amit Mehta,amit.mehta@bpcl.co.in,371154.22,INR,HSD,5447,"TRK7284,TRK4858,TRK8319","TID890371,TID379963,TID445637",,2025-02-08,TankFarm-10,CNTR-29386,Standard operation,2025-02-03T20:23:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""HSD"", ""quantity_liters"": 5447, ""truck_count"": 3, ""contract_ref"": ""CNTR-29386"", ""storage_location"": ""TankFarm-10""}",25976.01,INR,2025-02-03T20:23:00
132,Group C,BPCL-TXN-1000074,incoming,Rahul Mehta,rahul.mehta@bpcl.co.in,354859.54,INR,Naphtha,29485,"TRK9998,TRK8714,TRK9806,TRK4578","TID898867,TID359486,TID813390,TID891401",,2025-03-18,TankFarm-2,CNTR-28609,Temperature sensitive,2025-03-09T22:23:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""Naphtha"", ""quantity_liters"": 29485, ""truck_count"": 4, ""contract_ref"": ""CNTR-28609"", ""storage_location"": ""TankFarm-2""}",25989.38,INR,2025-03-09T22:23:00
133,Group A,BPCL-TXN-1000075,incoming,Ramesh Nair,ramesh.nair@bpcl.co.in,679593.92,INR,HSD,42532,"TRK3455,TRK3695,TRK6375,TRK9525,TRK8239","TID221886,TID813341,TID315379,TID851742,TID711474",,2025-03-04,TankFarm-2,CNTR-28361,Temperature sensitive,2025-01-08T14:08:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""HSD"", ""quantity_liters"": 42532, ""truck_count"": 5, ""contract_ref"": ""CNTR-28361"", ""storage_location"": ""TankFarm-2""}",26002.75,INR,2025-01-08T14:08:00
134,Group B,BPCL-TXN-1000076,incoming,Anil Sharma,anil.sharma@bpcl.co.in,430127.97,INR,LDO,6426,"TRK5169,TRK1049,TRK4570,TRK2196","TID147489,TID544278,TID461264,TID834406",,2025-01-09,TankFarm-9,CNTR-20987,Requires escort,2025-03-02T01:18:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""LDO"", ""quantity_liters"": 6426, ""truck_count"": 4, ""contract_ref"": ""CNTR-20987"", ""storage_location"": ""TankFarm-9""}",26016.12,INR,2025-03-02T01:18:00
135,Group C,BPCL-TXN-1000077,incoming,Meera Gupta,meera.gupta@bpcl.co.in,734291.63,INR,ATF,29540,"TRK8348,TRK7184,TRK7154,TRK2314","TID815894,TID793939,TID665497,TID239449",,2025-03-25,TankFarm-6,CNTR-21943,Customs hold,2025-03-10T12:33:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""ATF"", ""quantity_liters"": 29540, ""truck_count"": 4, ""contract_ref"": ""CNTR-21943"", ""storage_location"": ""TankFarm-6""}",26029.49,INR,2025-03-10T12:33:00
136,Group A,BPCL-TXN-1000078,incoming,Ajay Sharma,ajay.sharma@bpcl.co.in,573230.08,INR,LDO,35343,"TRK9920,TRK7948,TRK9715,TRK7214,TRK4762,TRK5055","TID583000,TID462974,TID262656,TID389039,TID297636,TID860242",,2025-01-15,TankFarm-1,CNTR-26868,Standard operation,2025-01-31T06:04:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""LDO"", ""quantity_liters"": 35343, ""truck_count"": 6, ""contract_ref"": ""CNTR-26868"", ""storage_location"": ""TankFarm-1""}",26042.86,INR,2025-01-31T06:04:00
137,Group B,BPCL-TXN-1000079,incoming,Rahul Bansal,rahul.bansal@bpcl.co.in,512217.14,INR,MS,21038,"TRK1724,TRK7590,TRK8191,TRK4839,TRK9843,TRK4559","TID891030,TID913761,TID159185,TID246942,TID628373,TID403314",,2025-01-30,TankFarm-12,CNTR-29438,Gate pass pending,2025-03-15T19:49:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""MS"", ""quantity_liters"": 21038, ""truck_count"": 6, ""contract_ref"": ""CNTR-29438"", ""storage_location"": ""TankFarm-12""}",26056.23,INR,2025-03-15T19:49:00
141,Group C,BPCL-TXN-1000080,incoming,Kavita Singh,kavita.singh@bpcl.co.in,639171.7,INR,MS,40103,"TRK4120,TRK1844,TRK5398,TRK7179,TRK1647,TRK2192","TID297303,TID943737,TID898696,TID716126,TID859489,TID804066",,2025-03-13,TankFarm-4,CNTR-27854,Weather delay,2025-02-12T09:58:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""MS"", ""quantity_liters"": 40103, ""truck_count"": 6, ""contract_ref"": ""CNTR-27854"", ""storage_location"": ""TankFarm-4""}",26069.6,INR,2025-02-12T09:58:00
142,Group A,BPCL-TXN-1000081,incoming,Sahil Patel,sahil.patel@bpcl.co.in,566487.44,INR,ATF,20898,"TRK4350,TRK7498,TRK4921,TRK6269,TRK5637,TRK7236","TID588899,TID659572,TID780233,TID476710,TID423404,TID374267",,2025-02-16,TankFarm-9,CNTR-28147,Temperature sensitive,2025-01-13T23:30:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""ATF"", ""quantity_liters"": 20898, ""truck_count"": 6, ""contract_ref"": ""CNTR-28147"", ""storage_location"": ""TankFarm-9""}",26082.97,INR,2025-01-13T23:30:00
144,Group C,BPCL-TXN-1000082,incoming,Sunita Verma,sunita.verma@bpcl.co.in,191763.5,INR,Naphtha,21104,"TRK6530,TRK5216,TRK9005,TRK9037","TID583214,TID276405,TID868367,TID933592",,2025-02-15,TankFarm-3,CNTR-22293,Documentation pending,2025-03-04T05:58:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""Naphtha"", ""quantity_liters"": 21104, ""truck_count"": 4, ""contract_ref"": ""CNTR-22293"", ""storage_location"": ""TankFarm-3""}",26096.34,INR,2025-03-04T05:58:00
146,Group B,BPCL-TXN-1000083,incoming,Ketan Sharma,ketan.sharma@bpcl.co.in,472930.55,INR,Naphtha,36667,"TRK8993,TRK1257,TRK1108,TRK9719,TRK7739,TRK1194","TID117538,TID655134,TID857273,TID388086,TID661762,TID400614",,2025-01-03,TankFarm-9,CNTR-27054,Customs hold,2025-01-14T03:33:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""Naphtha"", ""quantity_liters"": 36667, ""truck_count"": 6, ""contract_ref"": ""CNTR-27054"", ""storage_location"": ""TankFarm-9""}",26109.71,INR,2025-01-14T03:33:00
147,Group C,BPCL-TXN-1000084,incoming,Anil Nair,anil.nair@bpcl.co.in,208003.19,INR,LDO,22519,"TRK2294,TRK7112,TRK7652,TRK8520","TID692447,TID355021,TID831105,TID336828",,2025-02-08,TankFarm-11,CNTR-21320,Standard operation,2025-01-12T12:24:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""LDO"", ""quantity_liters"": 22519, ""truck_count"": 4, ""contract_ref"": ""CNTR-21320"", ""storage_location"": ""TankFarm-11""}",26123.08,INR,2025-01-12T12:24:00
148,Group A,BPCL-TXN-1000085,incoming,Ramesh Gupta,ramesh.gupta@bpcl.co.in,31851.38,INR,HSD,10418,"TRK8109,TRK6427,TRK2562,TRK9653","TID144618,TID340927,TID321686,TID825916",,2025-03-14,TankFarm-8,CNTR-24441,Standard operation,2025-01-10T21:59:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""HSD"", ""quantity_liters"": 10418, ""truck_count"": 4, ""contract_ref"": ""CNTR-24441"", ""storage_location"": ""TankFarm-8""}",26136.45,INR,2025-01-10T21:59:00
149,Group B,BPCL-TXN-1000086,incoming,Amit Verma,amit.verma@bpcl.co.in,36352.12,INR,HSD,43471,"TRK7525,TRK2260","TID413814,TID270341",,2025-03-14,TankFarm-4,CNTR-29284,Quality check required,2025-03-28T17:21:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""HSD"", ""quantity_liters"": 43471, ""truck_count"": 2, ""contract_ref"": ""CNTR-29284"", ""storage_location"": ""TankFarm-4""}",26149.82,INR,2025-03-28T17:21:00
150,Group C,BPCL-TXN-1000087,incoming,Meera Khosla,meera.khosla@bpcl.co.in,550018.59,INR,Naphtha,27666,TRK2600,TID558320,,2025-01-30,TankFarm-2,CNTR-25580,Quality check required,2025-02-11T00:40:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""Naphtha"", ""quantity_liters"": 27666, ""truck_count"": 1, ""contract_ref"": ""CNTR-25580"", ""storage_location"": ""TankFarm-2""}",26163.19,INR,2025-02-11T00:40:00
151,Group A,BPCL-TXN-1000088,incoming,Rahul Desai,rahul.desai@bpcl.co.in,282963.12,INR,ATF,33301,"TRK7227,TRK2404","TID909676,TID748665",,2025-02-07,TankFarm-4,CNTR-21204,Requires escort,2025-02-04T04:24:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""ATF"", ""quantity_liters"": 33301, ""truck_count"": 2, ""contract_ref"": ""CNTR-21204"", ""storage_location"": ""TankFarm-4""}",26176.56,INR,2025-02-04T04:24:00
153,Group C,BPCL-TXN-1000089,incoming,Neha Patel,neha.patel@bpcl.co.in,44039.88,INR,LDO,41321,TRK6315,TID503951,,2025-01-02,TankFarm-5,CNTR-26779,Quality check required,2025-01-11T23:57:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""LDO"", ""quantity_liters"": 41321, ""truck_count"": 1, ""contract_ref"": ""CNTR-26779"", ""storage_location"": ""TankFarm-5""}",26189.93,INR,2025-01-11T23:57:00
155,Group B,BPCL-TXN-1000090,incoming,Rahul Patel,rahul.patel@bpcl.co.in,286815.56,INR,HSD,45962,"TRK4203,TRK8501,TRK2752,TRK3219","TID419457,TID107096,TID514913,TID448354",,2025-03-21,TankFarm-7,CNTR-25399,Temperature sensitive,2025-02-12T13:52:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""HSD"", ""quantity_liters"": 45962, ""truck_count"": 4, ""contract_ref"": ""CNTR-25399"", ""storage_location"": ""TankFarm-7""}",26203.3,INR,2025-02-12T13:52:00
157,Group A,BPCL-TXN-1000091,incoming,Ketan Patel,ketan.patel@bpcl.co.in,700748.69,INR,HSD,43812,"TRK3947,TRK1440,TRK8563,TRK4434,TRK8183","TID936433,TID405482,TID971662,TID826490,TID172518",,2025-02-22,TankFarm-11,CNTR-28180,Customs hold,2025-03-23T09:15:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""HSD"", ""quantity_liters"": 43812, ""truck_count"": 5, ""contract_ref"": ""CNTR-28180"", ""storage_location"": ""TankFarm-11""}",26216.67,INR,2025-03-23T09:15:00
158,Group B,BPCL-TXN-1000092,incoming,Sahil Jain,sahil.jain@bpcl.co.in,597080.65,INR,MS,34430,"TRK8851,TRK7566,TRK9755,TRK9300,TRK7853","TID670053,TID138551,TID929130,TID476993,TID835716",,2025-03-10,TankFarm-10,CNTR-21392,Requires escort,2025-02-01T21:42:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""MS"", ""quantity_liters"": 34430, ""truck_count"": 5, ""contract_ref"": ""CNTR-21392"", ""storage_location"": ""TankFarm-10""}",26230.04,INR,2025-02-01T21:42:00
159,Group C,BPCL-TXN-1000093,incoming,Anil Gupta,anil.gupta@bpcl.co.in,516167.12,INR,ATF,26731,"TRK2735,TRK1172,TRK2615,TRK5239","TID332785,TID635482,TID883132,TID643998",,2025-03-13,TankFarm-10,CNTR-29424,Weather delay,2025-02-27T11:25:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""ATF"", ""quantity_liters"": 26731, ""truck_count"": 4, ""contract_ref"": ""CNTR-29424"", ""storage_location"": ""TankFarm-10""}",26243.41,INR,2025-02-27T11:25:00
160,Group A,BPCL-TXN-1000094,incoming,Amit Verma,amit.verma@bpcl.co.in,748334.48,INR,ATF,11851,"TRK7815,TRK2406,TRK2901","TID971699,TID865618,TID248557",,2025-02-14,TankFarm-5,CNTR-25620,Temperature sensitive,2025-01-27T16:30:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""ATF"", ""quantity_liters"": 11851, ""truck_count"": 3, ""contract_ref"": ""CNTR-25620"", ""storage_location"": ""TankFarm-5""}",26256.78,INR,2025-01-27T16:30:00
161,Group B,BPCL-TXN-1000095,incoming,Rahul Khosla,rahul.khosla@bpcl.co.in,530153.37,INR,LDO,9402,"TRK1732,TRK2885,TRK1370","TID990429,TID459743,TID779445",,2025-01-14,TankFarm-11,CNTR-22692,Weather delay,2025-03-08T05:35:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""LDO"", ""quantity_liters"": 9402, ""truck_count"": 3, ""contract_ref"": ""CNTR-22692"", ""storage_location"": ""TankFarm-11""}",26270.15,INR,2025-03-08T05:35:00
162,Group C,BPCL-TXN-1000096,incoming,Rahul Desai,rahul.desai@bpcl.co.in,603372.95,INR,HSD,17215,"TRK8080,TRK7481,TRK1478,TRK4232,TRK8365,TRK8037","TID507723,TID104666,TID838968,TID325230,TID315780,TID391865",,2025-04-01,TankFarm-2,CNTR-29459,Requires escort,2025-03-10T05:23:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""HSD"", ""quantity_liters"": 17215, ""truck_count"": 6, ""contract_ref"": ""CNTR-29459"", ""storage_location"": ""TankFarm-2""}",26283.52,INR,2025-03-10T05:23:00
163,Group A,BPCL-TXN-1000097,incoming,Priya Rao,priya.rao@bpcl.co.in,511258.54,INR,ATF,39584,"TRK6134,TRK7367,TRK7431,TRK2871,TRK6700,TRK6766","TID986589,TID580101,TID747351,TID280908,TID953266,TID806309",,2025-04-01,TankFarm-5,CNTR-29669,Requires escort,2025-03-28T04:20:00,"{""company"": ""BPCL"", ""transaction_type"": ""incoming"", ""fuel_type"": ""ATF"", ""quantity_liters"": 39584, ""truck_count"": 6, ""contract_ref"": ""CNTR-29669"", ""storage_location"": ""TankFarm-5""}",26296.89,INR,2025-03-28T04:20:00
