id,group,transaction_id,transaction_type,recipient_name,recipient_email,amount,currency,fuel_type,quantity_liters,truck_number,truck_id,departure_date,arrival_date,storage_location,contract_ref,notes,created_at,metadata,transaction_amount,transaction_currency,transaction_date
128,Group B,BPCL-TXN-1000054,outgoing,Vikram Singh,vikram.singh@bpcl.co.in,742097.12,INR,Naphtha,35361,TRK9092,TID240718,2025-03-06,,TankFarm-8,CNTR-24470,Weather delay,2025-01-15T10:10:00,"{""company"": ""BPCL"", ""transaction_type"": ""outgoing"", ""fuel_type"": ""Naphtha"", ""quantity_liters"": 35361, ""truck_count"": 1, ""contract_ref"": ""CNTR-24470"", ""storage_location"": ""TankFarm-8""}",25721.98,INR,2025-01-15T10:10:00
129,Group C,BPCL-TXN-1000055,outgoing,Sahil Mehta,sahil.mehta@bpcl.co.in,35211.04,INR,LDO,20334,TRK4164,TID284019,2025-03-20,,TankFarm-11,CNTR-26643,Quality check required,2025-03-07T10:05:00,"{""company"": ""BPCL"", ""transaction_type"": ""outgoing"", ""fuel_type"": ""LDO"", ""quantity_liters"": 20334, ""truck_count"": 1, ""contract_ref"": ""CNTR-26643"", ""storage_location"": ""TankFarm-11""}",25735.35,INR,2025-03-07T10:05:00
131,Group B,BPCL-TXN-1000056,outgoing,Pooja Patel,pooja.patel@bpcl.co.in,362411.37,INR,HSD,27569,TRK9233,TID837733,2025-02-09,,TankFarm-12,CNTR-21923,Priority consignment,2025-02-17T19:14:00,"{""company"": ""BPCL"", ""transaction_type"": ""outgoing"", ""fuel_type"": ""HSD"", ""quantity_liters"": 27569, ""truck_count"": 1, ""contract_ref"": ""CNTR-21923"", ""storage_location"": ""TankFarm-12""}",25748.72,INR,2025-02-17T19:14:00
138,Group C,BPCL-TXN-1000057,outgoing,Sunita Rao,sunita.rao@bpcl.co.in,660287.28,INR,Naphtha,15486,TRK7775,TID415098,2025-02-05,,TankFarm-1,CNTR-29121,Customs hold,2025-03-22T21:27:00,"{""company"": ""BPCL"", ""transaction_type"": ""outgoing"", ""fuel_type"": ""Naphtha"", ""quantity_liters"": 15486, ""truck_count"": 1, ""contract_ref"": ""CNTR-29121"", ""storage_location"": ""TankFarm-1""}",25762.09,INR,2025-03-22T21:27:00
139,Group A,BPCL-TXN-1000058,outgoing,Ketan Gupta,ketan.gupta@bpcl.co.in,511723.33,INR,Naphtha,21888,TRK7821,TID528090,2025-01-20,,TankFarm-5,CNTR-26167,Customs hold,2025-03-10T15:15:00,"{""company"": ""BPCL"", ""transaction_type"": ""outgoing"", ""fuel_type"": ""Naphtha"", ""quantity_liters"": 21888, ""truck_count"": 1, ""contract_ref"": ""CNTR-26167"", ""storage_location"": ""TankFarm-5""}",25775.46,INR,2025-03-10T15:15:00
140,Group B,BPCL-TXN-1000059,outgoing,Ajay Khosla,ajay.khosla@bpcl.co.in,129655.02,INR,ATF,4776,TRK7761,TID536740,2025-03-13,,TankFarm-9,CNTR-22196,Quality check required,2025-02-01T08:13:00,"{""company"": ""BPCL"", ""transaction_type"": ""outgoing"", ""fuel_type"": ""ATF"", ""quantity_liters"": 4776, ""truck_count"": 1, ""contract_ref"": ""CNTR-22196"", ""storage_location"": ""TankFarm-9""}",25788.83,INR,2025-02-01T08:13:00
143,Group B,BPCL-TXN-1000060,outgoing,Kavita Desai,kavita.desai@bpcl.co.in,293761.07,INR,ATF,3996,TRK4625,TID877259,2025-01-19,,TankFarm-1,CNTR-24272,Documentation pending,2025-03-16T18:46:00,"{""company"": ""BPCL"", ""transaction_type"": ""outgoing"", ""fuel_type"": ""ATF"", ""quantity_liters"": 3996, ""truck_count"": 1, ""contract_ref"": ""CNTR-24272"", ""storage_location"": ""TankFarm-1""}",25802.2,INR,2025-03-16T18:46:00
145,Group A,BPCL-TXN-1000061,outgoing,Shreya Sharma,shreya.sharma@bpcl.co.in,633324.66,INR,MS,4179,TRK1104,TID532424,2025-01-18,,TankFarm-11,CNTR-23791,Requires escort,2025-04-01T04:00:00,"{""company"": ""BPCL"", ""transaction_type"": ""outgoing"", ""fuel_type"": ""MS"", ""quantity_liters"": 4179, ""truck_count"": 1, ""contract_ref"": ""CNTR-23791"", ""storage_location"": ""TankFarm-11""}",25815.57,INR,2025-04-01T04:00:00
152,Group B,BPCL-TXN-1000062,outgoing,Sahil Jain,sahil.jain@bpcl.co.in,254591.72,INR,MS,6997,TRK1085,TID423241,2025-02-26,,TankFarm-6,CNTR-24419,Requires escort,2025-01-17T02:11:00,"{""company"": ""BPCL"", ""transaction_type"": ""outgoing"", ""fuel_type"": ""MS"", ""quantity_liters"": 6997, ""truck_count"": 1, ""contract_ref"": ""CNTR-24419"", ""storage_location"": ""TankFarm-6""}",25828.94,INR,2025-01-17T02:11:00
154,Group A,BPCL-TXN-1000063,outgoing,Anil Nair,anil.nair@bpcl.co.in,147947.62,INR,ATF,12108,TRK3274,TID381981,2025-02-08,,TankFarm-5,CNTR-28079,Customs hold,2025-01-09T05:27:00,"{""company"": ""BPCL"", ""transaction_type"": ""outgoing"", ""fuel_type"": ""ATF"", ""quantity_liters"": 12108, ""truck_count"": 1, ""contract_ref"": ""CNTR-28079"", ""storage_location"": ""TankFarm-5""}",25842.31,INR,2025-01-09T05:27:00
156,Group C,BPCL-TXN-1000064,outgoing,Vikram Verma,vikram.verma@bpcl.co.in,462328.17,INR,HSD,32392,TRK6147,TID286266,2025-02-20,,TankFarm-6,CNTR-24775,Temperature sensitive,2025-03-15T07:20:00,"{""company"": ""BPCL"", ""transaction_type"": ""outgoing"", ""fuel_type"": ""HSD"", ""quantity_liters"": 32392, ""truck_count"": 1, ""contract_ref"": ""CNTR-24775"", ""storage_location"": ""TankFarm-6""}",25855.68,INR,2025-03-15T07:20:00
167,Group B,BPCL-TXN-1000065,outgoing,Meera Khosla,meera.khosla@bpcl.co.in,344990.77,INR,HSD,28862,TRK2677,TID871740,2025-03-25,,TankFarm-4,CNTR-24877,Standard operation,2025-02-27T08:22:00,"{""company"": ""BPCL"", ""transaction_type"": ""outgoing"", ""fuel_type"": ""HSD"", ""quantity_liters"": 28862, ""truck_count"": 1, ""contract_ref"": ""CNTR-24877"", ""storage_location"": ""TankFarm-4""}",25869.05,INR,2025-02-27T08:22:00
168,Group C,BPCL-TXN-1000066,outgoing,Rahul Patel,rahul.patel@bpcl.co.in,587332.95,INR,HSD,14754,TRK6744,TID845279,2025-03-20,,TankFarm-11,CNTR-27015,Customs hold,2025-03-20T04:50:00,"{""company"": ""BPCL"", ""transaction_type"": ""outgoing"", ""fuel_type"": ""HSD"", ""quantity_liters"": 14754, ""truck_count"": 1, ""contract_ref"": ""CNTR-27015"", ""storage_location"": ""TankFarm-11""}",25882.42,INR,2025-03-20T04:50:00
170,Group B,BPCL-TXN-1000067,outgoing,Sunita Mehta,sunita.mehta@bpcl.co.in,540761.27,INR,HSD,26736,TRK9019,TID249077,2025-03-15,,TankFarm-11,CNTR-24402,Quality check required,2025-02-18T14:04:00,"{""company"": ""BPCL"", ""transaction_type"": ""outgoing"", ""fuel_type"": ""HSD"", ""quantity_liters"": 26736, ""truck_count"": 1, ""contract_ref"": ""CNTR-24402"", ""storage_location"": ""TankFarm-11""}",25895.79,INR,2025-02-18T14:04:00
171,Group C,BPCL-TXN-1000068,outgoing,Neha Nair,neha.nair@bpcl.co.in,568606.73,INR,LDO,30798,TRK8996,TID443187,2025-03-16,,TankFarm-1,CNTR-21526,Temperature sensitive,2025-03-23T21:44:00,"{""company"": ""BPCL"", ""transaction_type"": ""outgoing"", ""fuel_type"": ""LDO"", ""quantity_liters"": 30798, ""truck_count"": 1, ""contract_ref"": ""CNTR-21526"", ""storage_location"": ""TankFarm-1""}",25909.16,INR,2025-03-23T21:44:00
173,Group B,BPCL-TXN-1000069,outgoing,Priya Mehta,priya.mehta@bpcl.co.in,344932.31,INR,MS,29036,TRK4314,TID822040,2025-01-17,,TankFarm-11,CNTR-24945,Customs hold,2025-02-05T02:41:00,"{""company"": ""BPCL"", ""transaction_type"": ""outgoing"", ""fuel_type"": ""MS"", ""quantity_liters"": 29036, ""truck_count"": 1, ""contract_ref"": ""CNTR-24945"", ""storage_location"": ""TankFarm-11""}",25922.53,INR,2025-02-05T02:41:00
176,Group B,BPCL-TXN-1000070,outgoing,Priya Nair,priya.nair@bpcl.co.in,433386.13,INR,Naphtha,11755,TRK8210,TID468247,2025-01-28,,TankFarm-11,CNTR-22480,Quality check required,2025-03-20T21:28:00,"{""company"": ""BPCL"", ""transaction_type"": ""outgoing"", ""fuel_type"": ""Naphtha"", ""quantity_liters"": 11755, ""truck_count"": 1, ""contract_ref"": ""CNTR-22480"", ""storage_location"": ""TankFarm-11""}",25935.9,INR,2025-03-20T21:28:00
177,Group C,BPCL-TXN-1000071,outgoing,Kavita Patel,kavita.patel@bpcl.co.in,126509.53,INR,MS,39638,TRK7291,TID468611,2025-02-24,,TankFarm-6,CNTR-22290,Weather delay,2025-02-05T20:05:00,"{""company"": ""BPCL"", ""transaction_type"": ""outgoing"", ""fuel_type"": ""MS"", ""quantity_liters"": 39638, ""truck_count"": 1, ""contract_ref"": ""CNTR-22290"", ""storage_location"": ""TankFarm-6""}",25949.27,INR,2025-02-05T20:05:00
179,Group B,BPCL-TXN-1000072,outgoing,Neha Bansal,neha.bansal@bpcl.co.in,330126.06,INR,Naphtha,12322,TRK8717,TID907788,2025-01-10,,TankFarm-1,CNTR-29623,Requires escort,2025-01-02T08:13:00,"{""company"": ""BPCL"", ""transaction_type"": ""outgoing"", ""fuel_type"": ""Naphtha"", ""quantity_liters"": 12322, ""truck_count"": 1, ""contract_ref"": ""CNTR-29623"", ""storage_location"": ""TankFarm-1""}",25962.64,INR,2025-01-02T08:13:00
182,Group B,BPCL-TXN-1000073,outgoing,Ramesh Khosla,ramesh.khosla@bpcl.co.in,124478.55,INR,MS,11736,TRK9133,TID463546,2025-03-08,,TankFarm-9,CNTR-24247,Customs hold,2025-02-17T04:47:00,"{""company"": ""BPCL"", ""transaction_type"": ""outgoing"", ""fuel_type"": ""MS"", ""quantity_liters"": 11736, ""truck_count"": 1, ""contract_ref"": ""CNTR-24247"", ""storage_location"": ""TankFarm-9""}",25976.01,INR,2025-02-17T04:47:00
183,Group C,BPCL-TXN-1000074,outgoing,Sahil Patel,sahil.patel@bpcl.co.in,584286.96,INR,MS,22955,TRK8034,TID385192,2025-03-09,,TankFarm-2,CNTR-24308,Requires escort,2025-03-05T14:32:00,"{""company"": ""BPCL"", ""transaction_type"": ""outgoing"", ""fuel_type"": ""MS"", ""quantity_liters"": 22955, ""truck_count"": 1, ""contract_ref"": ""CNTR-24308"", ""storage_location"": ""TankFarm-2""}",25989.38,INR,2025-03-05T14:32:00
187,Group A,BPCL-TXN-1000075,outgoing,Sahil Nair,sahil.nair@bpcl.co.in,576349.61,INR,HSD,10867,TRK1104,TID529954,2025-01-04,,TankFarm-4,CNTR-28872,Gate pass pending,2025-03-23T22:56:00,"{""company"": ""BPCL"", ""transaction_type"": ""outgoing"", ""fuel_type"": ""HSD"", ""quantity_liters"": 10867, ""truck_count"": 1, ""contract_ref"": ""CNTR-28872"", ""storage_location"": ""TankFarm-4""}",26002.75,INR,2025-03-23T22:56:00
189,Group C,BPCL-TXN-1000076,outgoing,Sahil Verma,sahil.verma@bpcl.co.in,357382.07,INR,MS,39061,TRK2565,TID629979,2025-01-18,,TankFarm-11,CNTR-26461,Requires escort,2025-03-17T18:03:00,"{""company"": ""BPCL"", ""transaction_type"": ""outgoing"", ""fuel_type"": ""MS"", ""quantity_liters"": 39061, ""truck_count"": 1, ""contract_ref"": ""CNTR-26461"", ""storage_location"": ""TankFarm-11""}",26016.12,INR,2025-03-17T18:03:00
193,Group A,BPCL-TXN-1000077,outgoing,Priya Sharma,priya.sharma@bpcl.co.in,69710.16,INR,HSD,9566,TRK4246,TID963684,2025-02-21,,TankFarm-6,CNTR-21376,Priority consignment,2025-01-10T00:04:00,"{""company"": ""BPCL"", ""transaction_type"": ""outgoing"", ""fuel_type"": ""HSD"", ""quantity_liters"": 9566, ""truck_count"": 1, ""contract_ref"": ""CNTR-21376"", ""storage_location"": ""TankFarm-6""}",26029.49,INR,2025-01-10T00:04:00
195,Group C,BPCL-TXN-1000078,outgoing,Ketan Desai,ketan.desai@bpcl.co.in,683520.56,INR,LDO,19340,TRK8307,TID255851,2025-01-05,,TankFarm-10,CNTR-24026,Priority consignment,2025-03-05T13:56:00,"{""company"": ""BPCL"", ""transaction_type"": ""outgoing"", ""fuel_type"": ""LDO"", ""quantity_liters"": 19340, ""truck_count"": 1, ""contract_ref"": ""CNTR-24026"", ""storage_location"": ""TankFarm-10""}",26042.86,INR,2025-03-05T13:56:00
196,Group A,BPCL-TXN-1000079,outgoing,Priya Rao,priya.rao@bpcl.co.in,302686.08,INR,ATF,14071,TRK9614,TID361250,2025-03-22,,TankFarm-9,CNTR-20319,Quality check required,2025-02-15T15:34:00,"{""company"": ""BPCL"", ""transaction_type"": ""outgoing"", ""fuel_type"": ""ATF"", ""quantity_liters"": 14071, ""truck_count"": 1, ""contract_ref"": ""CNTR-20319"", ""storage_location"": ""TankFarm-9""}",26056.23,INR,2025-02-15T15:34:00
197,Group B,BPCL-TXN-1000080,outgoing,Kavita Bansal,kavita.bansal@bpcl.co.in,389235.11,INR,ATF,18723,TRK3946,TID127329,2025-02-10,,TankFarm-10,CNTR-23588,Standard operation,2025-02-05T01:51:00,"{""company"": ""BPCL"", ""transaction_type"": ""outgoing"", ""fuel_type"": ""ATF"", ""quantity_liters"": 18723, ""truck_count"": 1, ""contract_ref"": ""CNTR-23588"", ""storage_location"": ""TankFarm-10""}",26069.6,INR,2025-02-05T01:51:00
198,Group C,BPCL-TXN-1000081,outgoing,Ketan Bansal,ketan.bansal@bpcl.co.in,749714.17,INR,HSD,7562,TRK5060,TID788772,2025-01-31,,TankFarm-5,CNTR-28743,Standard operation,2025-01-29T18:54:00,"{""company"": ""BPCL"", ""transaction_type"": ""outgoing"", ""fuel_type"": ""HSD"", ""quantity_liters"": 7562, ""truck_count"": 1, ""contract_ref"": ""CNTR-28743"", ""storage_location"": ""TankFarm-5""}",26082.97,INR,2025-01-29T18:54:00
199,Group A,BPCL-TXN-1000082,outgoing,Ketan Mehta,ketan.mehta@bpcl.co.in,152672.77,INR,Naphtha,21840,TRK6878,TID720298,2025-01-04,,TankFarm-12,CNTR-25761,Customs hold,2025-03-14T06:53:00,"{""company"": ""BPCL"", ""transaction_type"": ""outgoing"", ""fuel_type"": ""Naphtha"", ""quantity_liters"": 21840, ""truck_count"": 1, ""contract_ref"": ""CNTR-25761"", ""storage_location"": ""TankFarm-12""}",26096.34,INR,2025-03-14T06:53:00
200,Group B,BPCL-TXN-1000083,outgoing,Shreya Rao,shreya.rao@bpcl.co.in,152278.66,INR,MS,6915,TRK1920,TID343923,2025-03-19,,TankFarm-4,CNTR-20326,Documentation pending,2025-03-03T00:21:00,"{""company"": ""BPCL"", ""transaction_type"": ""outgoing"", ""fuel_type"": ""MS"", ""quantity_liters"": 6915, ""truck_count"": 1, ""contract_ref"": ""CNTR-20326"", ""storage_location"": ""TankFarm-4""}",26109.71,INR,2025-03-03T00:21:00
201,Group C,BPCL-TXN-1000084,outgoing,Meera Mehta,meera.mehta@bpcl.co.in,272050.31,INR,HSD,22206,TRK1975,TID122977,2025-01-19,,TankFarm-10,CNTR-22320,Requires escort,2025-03-09T11:04:00,"{""company"": ""BPCL"", ""transaction_type"": ""outgoing"", ""fuel_type"": ""HSD"", ""quantity_liters"": 22206, ""truck_count"": 1, ""contract_ref"": ""CNTR-22320"", ""storage_location"": ""TankFarm-10""}",26123.08,INR,2025-03-09T11:04:00
203,Group B,BPCL-TXN-1000085,outgoing,Vikram Khosla,vikram.khosla@bpcl.co.in,524161.37,INR,HSD,12646,TRK1029,TID836109,2025-03-15,,TankFarm-7,CNTR-29297,Standard operation,2025-01-24T19:20:00,"{""company"": ""BPCL"", ""transaction_type"": ""outgoing"", ""fuel_type"": ""HSD"", ""quantity_liters"": 12646, ""truck_count"": 1, ""contract_ref"": ""CNTR-29297"", ""storage_location"": ""TankFarm-7""}",26136.45,INR,2025-01-24T19:20:00
204,Group C,BPCL-TXN-1000086,outgoing,Pooja Bansal,pooja.bansal@bpcl.co.in,100479.92,INR,ATF,10217,TRK6425,TID881549,2025-01-10,,TankFarm-4,CNTR-25682,Gate pass pending,2025-01-22T20:56:00,"{""company"": ""BPCL"", ""transaction_type"": ""outgoing"", ""fuel_type"": ""ATF"", ""quantity_liters"": 10217, ""truck_count"": 1, ""contract_ref"": ""CNTR-25682"", ""storage_location"": ""TankFarm-4""}",26149.82,INR,2025-01-22T20:56:00
205,Group A,BPCL-TXN-1000087,outgoing,Rahul Sharma,rahul.sharma@bpcl.co.in,217279.02,INR,HSD,5442,TRK6742,TID369125,2025-01-14,,TankFarm-12,CNTR-20020,Standard operation,2025-02-19T14:46:00,"{""company"": ""BPCL"", ""transaction_type"": ""outgoing"", ""fuel_type"": ""HSD"", ""quantity_liters"": 5442, ""truck_count"": 1, ""contract_ref"": ""CNTR-20020"", ""storage_location"": ""TankFarm-12""}",26163.19,INR,2025-02-19T14:46:00
211,Group A,BPCL-TXN-1000088,outgoing,Shreya Bansal,shreya.bansal@bpcl.co.in,677829.92,INR,Naphtha,10663,TRK2970,TID893969,2025-02-27,,TankFarm-3,CNTR-22738,Weather delay,2025-01-25T04:02:00,"{""company"": ""BPCL"", ""transaction_type"": ""outgoing"", ""fuel_type"": ""Naphtha"", ""quantity_liters"": 10663, ""truck_count"": 1, ""contract_ref"": ""CNTR-22738"", ""storage_location"": ""TankFarm-3""}",26176.56,INR,2025-01-25T04:02:00
213,Group C,BPCL-TXN-1000089,outgoing,Priya Jain,priya.jain@bpcl.co.in,133490.68,INR,Naphtha,39530,TRK2641,TID210766,2025-03-14,,TankFarm-2,CNTR-24687,Documentation pending,2025-02-14T13:16:00,"{""company"": ""BPCL"", ""transaction_type"": ""outgoing"", ""fuel_type"": ""Naphtha"", ""quantity_liters"": 39530, ""truck_count"": 1, ""contract_ref"": ""CNTR-24687"", ""storage_location"": ""TankFarm-2""}",26189.93,INR,2025-02-14T13:16:00
218,Group B,BPCL-TXN-1000090,outgoing,Ajay Singh,ajay.singh@bpcl.co.in,450488.18,INR,LDO,23560,TRK3679,TID978343,2025-02-03,,TankFarm-12,CNTR-21480,Priority consignment,2025-01-04T12:03:00,"{""company"": ""BPCL"", ""transaction_type"": ""outgoing"", ""fuel_type"": ""LDO"", ""quantity_liters"": 23560, ""truck_count"": 1, ""contract_ref"": ""CNTR-21480"", ""storage_location"": ""TankFarm-12""}",26203.3,INR,2025-01-04T12:03:00
221,Group B,BPCL-TXN-1000091,outgoing,Vikram Gupta,vikram.gupta@bpcl.co.in,540542.99,INR,LDO,13344,TRK3456,TID642421,2025-01-31,,TankFarm-1,CNTR-29830,Quality check required,2025-03-26T10:43:00,"{""company"": ""BPCL"", ""transaction_type"": ""outgoing"", ""fuel_type"": ""LDO"", ""quantity_liters"": 13344, ""truck_count"": 1, ""contract_ref"": ""CNTR-29830"", ""storage_location"": ""TankFarm-1""}",26216.67,INR,2025-03-26T10:43:00
224,Group B,BPCL-TXN-1000092,outgoing,Ajay Patel,ajay.patel@bpcl.co.in,366139.01,INR,Naphtha,39031,TRK2166,TID595158,2025-01-25,,TankFarm-9,CNTR-21963,Quality check required,2025-03-09T09:26:00,"{""company"": ""BPCL"", ""transaction_type"": ""outgoing"", ""fuel_type"": ""Naphtha"", ""quantity_liters"": 39031, ""truck_count"": 1, ""contract_ref"": ""CNTR-21963"", ""storage_location"": ""TankFarm-9""}",26230.04,INR,2025-03-09T09:26:00
230,Group B,BPCL-TXN-1000093,outgoing,Vikram Jain,vikram.jain@bpcl.co.in,504706.82,INR,Naphtha,18693,TRK3247,TID539170,2025-01-14,,TankFarm-9,CNTR-21928,Priority consignment,2025-01-15T03:31:00,"{""company"": ""BPCL"", ""transaction_type"": ""outgoing"", ""fuel_type"": ""Naphtha"", ""quantity_liters"": 18693, ""truck_count"": 1, ""contract_ref"": ""CNTR-21928"", ""storage_location"": ""TankFarm-9""}",26243.41,INR,2025-01-15T03:31:00
233,Group B,BPCL-TXN-1000094,outgoing,Ramesh Mehta,ramesh.mehta@bpcl.co.in,505932.39,INR,HSD,22539,TRK6857,TID558976,2025-03-21,,TankFarm-5,CNTR-21522,Gate pass pending,2025-02-13T05:07:00,"{""company"": ""BPCL"", ""transaction_type"": ""outgoing"", ""fuel_type"": ""HSD"", ""quantity_liters"": 22539, ""truck_count"": 1, ""contract_ref"": ""CNTR-21522"", ""storage_location"": ""TankFarm-5""}",26256.78,INR,2025-02-13T05:07:00
235,Group A,BPCL-TXN-1000095,outgoing,Rahul Singh,rahul.singh@bpcl.co.in,106879.67,INR,ATF,29880,TRK1753,TID166412,2025-02-03,,TankFarm-11,CNTR-25148,Standard operation,2025-04-01T21:33:00,"{""company"": ""BPCL"", ""transaction_type"": ""outgoing"", ""fuel_type"": ""ATF"", ""quantity_liters"": 29880, ""truck_count"": 1, ""contract_ref"": ""CNTR-25148"", ""storage_location"": ""TankFarm-11""}",26270.15,INR,2025-04-01T21:33:00
236,Group B,BPCL-TXN-1000096,outgoing,Pooja Verma,pooja.verma@bpcl.co.in,401347.27,INR,Naphtha,7241,TRK8091,TID793856,2025-02-01,,TankFarm-8,CNTR-25664,Quality check required,2025-01-20T17:57:00,"{""company"": ""BPCL"", ""transaction_type"": ""outgoing"", ""fuel_type"": ""Naphtha"", ""quantity_liters"": 7241, ""truck_count"": 1, ""contract_ref"": ""CNTR-25664"", ""storage_location"": ""TankFarm-8""}",26283.52,INR,2025-01-20T17:57:00
237,Group C,BPCL-TXN-1000097,outgoing,Ramesh Gupta,ramesh.gupta@bpcl.co.in,702419.28,INR,Naphtha,31755,TRK9123,TID273438,2025-01-10,,TankFarm-8,CNTR-25253,Weather delay,2025-02-12T08:03:00,"{""company"": ""BPCL"", ""transaction_type"": ""outgoing"", ""fuel_type"": ""Naphtha"", ""quantity_liters"": 31755, ""truck_count"": 1, ""contract_ref"": ""CNTR-25253"", ""storage_location"": ""TankFarm-8""}",26296.89,INR,2025-02-12T08:03:00
241,Group A,BPCL-TXN-1000098,outgoing,Rahul Desai,rahul.desai@bpcl.co.in,544671.24,INR,MS,28162,TRK1761,TID764000,2025-03-28,,TankFarm-10,CNTR-22018,Temperature sensitive,2025-02-28T21:37:00,"{""company"": ""BPCL"", ""transaction_type"": ""outgoing"", ""fuel_type"": ""MS"", ""quantity_liters"": 28162, ""truck_count"": 1, ""contract_ref"": ""CNTR-22018"", ""storage_location"": ""TankFarm-10""}",26310.26,INR,2025-02-28T21:37:00
242,Group B,BPCL-TXN-1000099,outgoing,Rahul Sharma,rahul.sharma@bpcl.co.in,409514.15,INR,MS,37256,TRK8091,TID979562,2025-03-16,,TankFarm-8,CNTR-28328,Customs hold,2025-03-30T18:11:00,"{""company"": ""BPCL"", ""transaction_type"": ""outgoing"", ""fuel_type"": ""MS"", ""quantity_liters"": 37256, ""truck_count"": 1, ""contract_ref"": ""CNTR-28328"", ""storage_location"": ""TankFarm-8""}",26323.63,INR,2025-03-30T18:11:00
243,Group C,BPCL-TXN-1000100,outgoing,Priya Jain,priya.jain@bpcl.co.in,501703.31,INR,Naphtha,22092,TRK9259,TID503348,2025-02-23,,TankFarm-10,CNTR-24067,Priority consignment,2025-02-20T10:18:00,"{""company"": ""BPCL"", ""transaction_type"": ""outgoing"", ""fuel_type"": ""Naphtha"", ""quantity_liters"": 22092, ""truck_count"": 1, ""contract_ref"": ""CNTR-24067"", ""storage_location"": ""TankFarm-10""}",26337.0,INR,2025-02-20T10:18:00
246,Group C,BPCL-TXN-1000101,outgoing,Sunita Nair,sunita.nair@bpcl.co.in,48422.13,INR,ATF,7716,TRK4675,TID878476,2025-03-24,,TankFarm-9,CNTR-26371,Weather delay,2025-03-07T22:18:00,"{""company"": ""BPCL"", ""transaction_type"": ""outgoing"", ""fuel_type"": ""ATF"", ""quantity_liters"": 7716, ""truck_count"": 1, ""contract_ref"": ""CNTR-26371"", ""storage_location"": ""TankFarm-9""}",26350.37,INR,2025-03-07T22:18:00
247,Group A,BPCL-TXN-1000102,outgoing,Kavita Jain,kavita.jain@bpcl.co.in,305977.12,INR,LDO,37184,TRK1881,TID113595,2025-02-02,,TankFarm-4,CNTR-27259,Weather delay,2025-03-23T22:45:00,"{""company"": ""BPCL"", ""transaction_type"": ""outgoing"", ""fuel_type"": ""LDO"", ""quantity_liters"": 37184, ""truck_count"": 1, ""contract_ref"": ""CNTR-27259"", ""storage_location"": ""TankFarm-4""}",26363.74,INR,2025-03-23T22:45:00
248,Group B,BPCL-TXN-1000103,outgoing,Meera Khosla,meera.khosla@bpcl.co.in,724110.12,INR,LDO,30413,TRK3906,TID815819,2025-01-10,,TankFarm-3,CNTR-22847,Documentation pending,2025-01-16T12:02:00,"{""company"": ""BPCL"", ""transaction_type"": ""outgoing"", ""fuel_type"": ""LDO"", ""quantity_liters"": 30413, ""truck_count"": 1, ""contract_ref"": ""CNTR-22847"", ""storage_location"": ""TankFarm-3""}",26377.11,INR,2025-01-16T12:02:00
254,Group B,BPCL-TXN-1000104,outgoing,Sahil Patel,sahil.patel@bpcl.co.in,284332.6,INR,Naphtha,7955,TRK5748,TID925115,2025-03-29,,TankFarm-5,CNTR-29937,Requires escort,2025-02-06T14:24:00,"{""company"": ""BPCL"", ""transaction_type"": ""outgoing"", ""fuel_type"": ""Naphtha"", ""quantity_liters"": 7955, ""truck_count"": 1, ""contract_ref"": ""CNTR-29937"", ""storage_location"": ""TankFarm-5""}",26390.48,INR,2025-02-06T14:24:00
259,Group A,BPCL-TXN-1000105,outgoing,Pooja Khosla,pooja.khosla@bpcl.co.in,265383.14,INR,ATF,31333,TRK8296,TID476167,2025-02-09,,TankFarm-8,CNTR-29038,Requires escort,2025-01-23T20:38:00,"{""company"": ""BPCL"", ""transaction_type"": ""outgoing"", ""fuel_type"": ""ATF"", ""quantity_liters"": 31333, ""truck_count"": 1, ""contract_ref"": ""CNTR-29038"", ""storage_location"": ""TankFarm-8""}",26403.85,INR,2025-01-23T20:38:00
261,Group C,BPCL-TXN-1000106,outgoing,Amit Singh,amit.singh@bpcl.co.in,388314.3,INR,MS,27003,TRK6961,TID626560,2025-01-02,,TankFarm-11,CNTR-23913,Customs hold,2025-03-07T04:28:00,"{""company"": ""BPCL"", ""transaction_type"": ""outgoing"", ""fuel_type"": ""MS"", ""quantity_liters"": 27003, ""truck_count"": 1, ""contract_ref"": ""CNTR-23913"", ""storage_location"": ""TankFarm-11""}",26417.22,INR,2025-03-07T04:28:00
267,Group C,BPCL-TXN-1000107,outgoing,Amit Khosla,amit.khosla@bpcl.co.in,522053.59,INR,ATF,39705,TRK2127,TID340977,2025-02-18,,TankFarm-7,CNTR-22166,Requires escort,2025-01-03T06:33:00,"{""company"": ""BPCL"", ""transaction_type"": ""outgoing"", ""fuel_type"": ""ATF"", ""quantity_liters"": 39705, ""truck_count"": 1, ""contract_ref"": ""CNTR-22166"", ""storage_location"": ""TankFarm-7""}",26430.59,INR,2025-01-03T06:33:00
268,Group A,BPCL-TXN-1000108,outgoing,Pooja Jain,pooja.jain@bpcl.co.in,624222.78,INR,Naphtha,7311,TRK3906,TID598985,2025-03-20,,TankFarm-10,CNTR-20639,Documentation pending,2025-03-06T03:05:00,"{""company"": ""BPCL"", ""transaction_type"": ""outgoing"", ""fuel_type"": ""Naphtha"", ""quantity_liters"": 7311, ""truck_count"": 1, ""contract_ref"": ""CNTR-20639"", ""storage_location"": ""TankFarm-10""}",26443.96,INR,2025-03-06T03:05:00
